Fecha;Provincia;Consumo energético (kWh/m²);Media de residentes;Potencia contratada (kW);Tipo de vivienda;ALTITUD;TMEDIA;TMIN;TMAX;DIR;VELMEDIA;RACHA;SOL;PRESMAX;PRESMIN;Festivo;Entre semana
2024-01-27;A CORUÑA;50.12;1.2;6.6;Casa unifamiliar;182.61111111111111;14.029411764705882;8.152941176470588;19.905882352941177;31.9;2.18;7.359999999999999;7.94;1011.8285714285714;1006.157142857143;NO;NO
2024-01-28;A CORUÑA;142.8;4.0;7.7;Casa unifamiliar;173.1764705882353;13.46470588235294;9.488235294117649;17.435294117647057;18.8;3.9;11.52;3.28;1006.1714285714286;1003.842857142857;NO;NO
2024-01-29;A CORUÑA;92.6;3.3;4.4;Dúplex;173.1764705882353;14.141176470588237;11.18235294117647;17.105882352941176;36.7;3.19;10.48;2.04;1010.9;1004.7571428571428;NO;SI
2024-01-30;A CORUÑA;268.11;3.7;6.6;Adosado;173.1764705882353;13.86470588235294;9.605882352941178;18.11176470588235;24.4;2.47;6.5200000000000005;3.38;1014.8142857142856;1010.5285714285714;NO;SI
2024-01-31;A CORUÑA;145.42;1.0;4.4;Adosado;173.1764705882353;13.141176470588237;7.511764705882353;18.77058823529412;19.7;1.5699999999999998;6.42;8.620000000000001;1019.9;1014.2571428571428;NO;SI
2024-02-01;A CORUÑA;171.87;1.4;6.6;Casa unifamiliar;173.1764705882353;12.011764705882351;7.276470588235293;16.764705882352942;34.4;2.47;7.659999999999999;6.02;1021.7;1018.6857142857144;NO;SI
2024-02-02;A CORUÑA;230.08;2.0;6.6;Dúplex;173.1764705882353;12.617647058823527;6.988235294117647;18.24117647058824;40.90909090909091;3.5818181818181816;10.190909090909091;7.44;1018.9;1013.6142857142858;NO;SI
2024-02-03;A CORUÑA;81.96;3.0;5.5;Dúplex;173.1764705882353;12.75294117647059;6.458823529411765;19.01764705882353;21.454545454545453;2.3181818181818183;7.218181818181819;8.65;1015.2;1012.5428571428572;NO;NO
2024-02-04;A CORUÑA;118.77;4.4;7.7;Piso;173.1764705882353;11.823529411764708;6.152941176470588;17.511764705882353;32.09090909090909;1.8727272727272728;6.290909090909091;7.58;1015.4142857142856;1013.8;NO;NO
2024-02-05;A CORUÑA;72.65;2.5;5.5;Piso;173.1764705882353;11.352941176470589;6.429411764705883;16.258823529411764;29.90909090909091;1.681818181818182;5.181818181818182;6.26;1014.7;1011.4428571428572;NO;SI
2024-02-06;A CORUÑA;220.24;3.9;4.4;Casa unifamiliar;173.1764705882353;10.352941176470589;5.617647058823529;15.052941176470588;27.727272727272727;2.809090909090909;9.736363636363636;7.26;1011.6;1005.7428571428572;NO;SI
2024-02-07;A CORUÑA;87.38;2.1;5.5;Piso;175.75;14.05;12.1125;16.01875;29.1;7.4;18.69;1.6800000000000002;1005.6333333333332;991.2333333333332;NO;SI
2024-02-08;A CORUÑA;278.45;3.5;6.6;Dúplex;173.1764705882353;13.18235294117647;11.158823529411764;15.223529411764709;28.818181818181817;10.55;27.33636363636364;1.02;991.4571428571428;973.7714285714284;NO;SI
2024-02-09;A CORUÑA;238.58;2.6;5.5;Dúplex;173.1764705882353;10.647058823529411;8.241176470588234;13.041176470588235;26.4;4.73;15.14;0.3;977.4857142857144;967.8714285714286;NO;SI
2024-02-10;A CORUÑA;242.43;4.7;5.5;Adosado;173.1764705882353;8.829411764705881;6.294117647058823;11.36470588235294;26.6;6.62;18.73;3.78;991.4;977.4;NO;NO
2024-02-11;A CORUÑA;149.04;2.0;7.7;Casa unifamiliar;173.1764705882353;10.0;6.623529411764705;13.370588235294118;22.3;4.51;16.25;0.78;991.6428571428572;983.6;NO;NO
2024-02-12;A CORUÑA;70.56;2.3;6.6;Adosado;173.1764705882353;11.91764705882353;9.41764705882353;14.46470588235294;32.4;2.81;18.56;4.04;1000.4;984.9428571428572;NO;SI
2024-02-13;A CORUÑA;152.32;1.0;6.6;Dúplex;169.0;14.6;12.0375;17.16875;21.666666666666668;4.911111111111111;12.255555555555556;6.26;1004.157142857143;998.9;NO;SI
2024-02-14;A CORUÑA;77.98;3.8;3.3;Adosado;173.1764705882353;17.311764705882354;13.505882352941176;21.141176470588235;20.1;3.54;10.75;3.75;1003.6428571428572;993.4428571428572;NO;SI
2024-02-15;A CORUÑA;110.09;2.6;6.6;Casa unifamiliar;173.1764705882353;13.86470588235294;10.388235294117647;17.358823529411765;24.6;4.66;14.86;1.3199999999999998;1003.1857142857144;988.8285714285714;NO;SI
2024-02-16;A CORUÑA;281.86;3.4;7.7;Adosado;182.61111111111111;12.183333333333334;8.5;15.88888888888889;18.8;2.89;7.56;5.5600000000000005;1013.1;1003.1428571428572;NO;SI
2024-02-17;A CORUÑA;198.33;4.8;4.4;Casa unifamiliar;182.61111111111111;12.405555555555557;7.483333333333332;17.33888888888889;35.5;2.16;6.9;7.4;1017.8714285714286;1012.3142857142856;NO;NO
2024-02-18;A CORUÑA;222.91;2.3;6.6;Casa unifamiliar;182.61111111111111;13.505555555555556;9.588888888888889;17.41111111111111;13.1;1.94;7.289999999999999;1.14;1020.4142857142856;1017.3857142857142;NO;NO
2024-02-19;A CORUÑA;104.99;4.5;3.3;Adosado;182.61111111111111;13.477777777777778;8.983333333333333;17.944444444444443;18.7;3.71;9.86;6.18;1020.3857142857144;1016.2;NO;SI
2024-02-20;A CORUÑA;51.95;1.2;6.6;Adosado;182.61111111111111;13.544444444444444;6.527777777777778;20.58333333333333;23.5;2.47;8.89;7.94;1016.2714285714286;1010.2571428571428;NO;SI
2024-02-21;A CORUÑA;30.4;4.2;7.7;Dúplex;182.61111111111111;12.005555555555556;9.422222222222222;14.55;29.9;6.08;16.580000000000002;0.16;1010.2571428571428;998.2142857142856;NO;SI
2024-02-22;A CORUÑA;47.96;4.6;6.6;Adosado;182.61111111111111;10.294444444444444;6.294444444444444;14.27777777777778;30.818181818181817;8.236363636363636;24.13636363636364;3.06;998.2;990.05;NO;SI
2024-02-23;A CORUÑA;35.12;3.5;4.4;Piso;173.35294117647058;8.205882352941176;5.505882352941177;10.923529411764704;35.81818181818182;6.845454545454545;21.11818181818182;3.56;995.1714285714286;991.8285714285714;NO;SI
2024-02-24;A CORUÑA;299.39;1.9;5.5;Dúplex;173.35294117647058;9.429411764705884;6.005882352941176;12.852941176470589;38.09090909090909;5.527272727272727;17.154545454545453;2.0;998.7;991.8857142857142;NO;NO
2024-02-25;A CORUÑA;154.31;1.4;5.5;Piso;183.9375;11.20625;8.88125;13.525;27.1;9.65;22.76;0.66;990.0333333333332;980.9;NO;NO
2024-02-26;A CORUÑA;187.97;1.1;5.5;Piso;173.35294117647058;8.553333333333335;5.92;11.14;19.1;7.26;20.59;2.88;1005.3166666666666;989.25;NO;SI
2024-02-27;A CORUÑA;143.05;2.1;6.6;Casa unifamiliar;173.35294117647058;9.46875;6.3;12.63125;26.09090909090909;4.4363636363636365;14.47272727272727;6.140000000000001;1012.7714285714284;1007.8;NO;SI
2024-02-28;A CORUÑA;52.37;2.8;6.6;Dúplex;173.35294117647058;10.96470588235294;7.452941176470588;14.476470588235294;37.0;2.1545454545454543;7.118181818181818;3.66;1012.5714285714286;1007.1;NO;SI
2024-02-29;A CORUÑA;184.6;4.9;3.3;Dúplex;182.61111111111111;8.644444444444444;5.783333333333333;11.538888888888888;31.545454545454547;6.263636363636363;20.036363636363635;3.66;1007.1;1000.9285714285714;NO;SI
2024-03-01;A CORUÑA;103.68;4.0;6.6;Adosado;182.61111111111111;9.588888888888889;6.877777777777777;12.316666666666666;32.36363636363637;7.127272727272728;16.88181818181818;0.06;1005.3285714285714;990.3857142857142;NO;SI
2024-03-02;A CORUÑA;81.03;3.9;4.4;Adosado;182.61111111111111;7.555555555555555;4.733333333333333;10.383333333333333;31.727272727272727;4.79090909090909;18.63636363636364;2.72;992.1142857142858;982.2571428571428;NO;NO
2024-03-03;A CORUÑA;293.4;1.8;4.4;Casa unifamiliar;182.61111111111111;8.122222222222222;4.533333333333333;11.716666666666669;45.63636363636363;3.636363636363636;12.581818181818182;2.9;997.0;991.657142857143;NO;NO
2024-03-04;A CORUÑA;112.65;4.9;3.3;Casa unifamiliar;182.61111111111111;9.577777777777778;6.627777777777777;12.538888888888888;38.18181818181818;7.5;19.43636363636364;4.18;1004.1714285714286;991.157142857143;NO;SI
2024-03-05;A CORUÑA;158.54;4.5;7.7;Dúplex;182.61111111111111;9.394444444444444;5.088888888888889;13.68888888888889;37.0;3.709090909090909;10.254545454545454;6.875;1008.1857142857144;1004.0714285714286;NO;SI
2024-03-06;A CORUÑA;238.83;4.4;5.5;Piso;182.61111111111111;11.227777777777778;7.355555555555556;15.11111111111111;24.90909090909091;3.9909090909090894;11.836363636363636;4.575;1005.7142857142856;991.1714285714286;NO;SI
2024-03-07;A CORUÑA;143.42;1.2;7.7;Piso;182.61111111111111;9.223529411764709;6.582352941176471;11.870588235294118;33.2;4.736363636363636;15.37;1.8;990.95;981.05;NO;SI
2024-03-08;A CORUÑA;69.09;4.4;7.7;Dúplex;185.58823529411765;8.794117647058824;6.176470588235294;11.405882352941177;36.2;7.0;19.99;0.8800000000000001;981.8166666666666;970.2333333333332;NO;SI
2024-03-09;A CORUÑA;248.31;4.8;6.6;Casa unifamiliar;182.61111111111111;7.582352941176471;4.841176470588235;10.335294117647058;32.09090909090909;6.790909090909091;19.61818181818182;2.725;972.8714285714286;968.5285714285714;NO;NO
2024-03-10;A CORUÑA;128.75;3.0;7.7;Dúplex;182.61111111111111;10.205882352941176;7.652941176470588;12.776470588235291;34.45454545454545;5.418181818181818;15.354545454545452;3.54;997.3571428571428;972.4142857142856;NO;NO
2024-03-11;A CORUÑA;90.89;1.2;4.4;Casa unifamiliar;182.61111111111111;10.952941176470588;7.947058823529411;13.958823529411765;38.72727272727273;3.872727272727273;9.572727272727272;4.5600000000000005;1006.8;997.3285714285714;NO;SI
2024-03-12;A CORUÑA;63.67;3.6;4.4;Adosado;182.61111111111111;12.717647058823529;7.511764705882353;17.900000000000002;34.27272727272727;2.581818181818182;7.872727272727272;10.36;1006.6857142857144;1001.0285714285714;NO;SI
2024-03-13;A CORUÑA;180.01;4.6;6.6;Piso;182.61111111111111;13.311764705882354;6.305882352941176;20.30588235294117;33.45454545454545;3.4909090909090907;9.5;10.82;1001.0428571428572;995.4714285714286;NO;SI
2024-03-14;A CORUÑA;27.13;4.0;3.3;Casa unifamiliar;182.61111111111111;13.335294117647058;10.841176470588236;15.823529411764708;30.0;5.92;16.72;4.08;1000.7;995.0142857142856;NO;SI
2024-03-15;A CORUÑA;38.85;2.8;5.5;Dúplex;182.61111111111111;13.723529411764709;10.729411764705883;16.735294117647058;24.4;3.94;9.36;4.88;1006.6428571428572;1000.5571428571428;NO;SI
2024-03-16;A CORUÑA;298.88;1.8;4.4;Dúplex;182.61111111111111;13.211111111111112;10.288888888888888;16.13888888888889;28.2;4.3100000000000005;12.39;0.64;1006.0714285714286;1003.2142857142856;NO;NO
2024-03-17;A CORUÑA;169.2;3.4;5.5;Dúplex;182.61111111111111;14.572222222222225;12.083333333333334;17.061111111111114;21.2;3.37;11.41;1.3199999999999998;1004.2857142857144;1002.0571428571428;NO;NO
2024-03-18;A CORUÑA;261.12;1.7;3.3;Piso;182.61111111111111;13.794444444444444;9.427777777777775;18.166666666666668;28.8;2.55;7.3;3.68;1004.0142857142856;1000.3714285714286;NO;SI
2024-03-19;A CORUÑA;83.24;2.3;3.3;Dúplex;182.61111111111111;12.194444444444445;6.933333333333334;17.444444444444443;19.2;1.69;5.6;5.7;1001.5;997.5428571428572;NO;SI
2024-03-20;A CORUÑA;142.59;2.5;5.5;Piso;182.61111111111111;10.366666666666667;6.166666666666667;14.561111111111112;30.0;3.3;10.94;3.74;1003.657142857143;997.1571428571428;NO;SI
2024-03-21;A CORUÑA;183.38;4.6;7.7;Piso;182.61111111111111;16.3;9.68235294117647;22.905882352941177;6.333333333333333;4.0600000000000005;12.18888888888889;9.68;1006.3857142857142;1002.8857142857142;NO;SI
2024-03-22;A CORUÑA;294.02;3.6;3.3;Piso;182.61111111111111;15.216666666666663;10.36111111111111;20.05555555555556;10.3;5.55;16.34;7.340000000000001;1007.9857142857144;1003.0142857142856;NO;SI
2024-03-23;A CORUÑA;175.19;4.7;6.6;Adosado;182.61111111111111;13.355555555555556;8.994444444444445;17.72222222222222;6.2;6.540000000000001;16.66;9.0;1008.2571428571428;1004.8;NO;NO
2024-03-24;A CORUÑA;111.97;2.0;3.3;Casa unifamiliar;182.61111111111111;12.65;7.227777777777778;18.038888888888888;8.1;5.369999999999999;14.21;11.1;1005.4428571428572;990.8714285714286;NO;NO
2024-03-25;A CORUÑA;218.19;1.6;4.4;Adosado;182.61111111111111;7.522222222222222;3.716666666666667;11.344444444444443;35.6;5.2700000000000005;14.87;1.62;991.0285714285714;979.1;NO;SI
2024-03-26;A CORUÑA;117.61;4.6;6.6;Adosado;182.61111111111111;6.944444444444445;3.4944444444444445;10.383333333333333;24.8;4.4;14.0;2.16;979.2571428571428;973.0;NO;SI
2024-03-27;A CORUÑA;299.75;5.0;3.3;Adosado;182.61111111111111;7.622222222222222;4.477777777777778;10.766666666666667;26.3;9.07;24.28;1.24;976.4166666666666;966.85;NO;SI
2024-03-28;A CORUÑA;228.49;2.2;6.6;Casa unifamiliar;182.61111111111111;7.655555555555556;5.199999999999999;10.122222222222222;31.7;5.8;19.65;1.1800000000000002;976.2142857142856;973.0142857142856;NO;SI
2024-03-29;A CORUÑA;89.15;4.7;3.3;Dúplex;182.61111111111111;9.583333333333334;6.199999999999999;13.005555555555556;31.4;3.89;12.919999999999998;5.94;978.6;975.4857142857144;NO;SI
2024-03-30;A CORUÑA;282.53;3.7;4.4;Casa unifamiliar;182.61111111111111;8.216666666666667;5.238888888888889;11.216666666666669;29.9;3.97;11.12;1.88;976.842857142857;971.8285714285714;NO;NO
2024-03-31;A CORUÑA;181.47;4.6;3.3;Dúplex;182.61111111111111;8.694444444444445;4.644444444444444;12.733333333333333;31.9;5.54;16.2;4.38;982.5142857142856;973.3142857142856;NO;NO
2024-04-01;A CORUÑA;175.76;1.2;6.6;Adosado;182.61111111111111;10.227777777777778;6.883333333333333;13.583333333333334;33.9;7.44;17.8;5.88;994.8714285714286;982.157142857143;NO;SI
2024-04-02;A CORUÑA;235.95;3.0;6.6;Dúplex;182.61111111111111;12.68888888888889;11.161111111111111;14.22222222222222;19.6;8.27;21.84;1.26;995.7571428571428;986.6;NO;SI
2024-04-03;A CORUÑA;42.27;2.1;7.7;Piso;182.61111111111111;14.416666666666666;12.43888888888889;16.416666666666668;30.8;7.95;17.270000000000003;4.42;999.3857142857142;995.4571428571428;NO;SI
2024-04-04;A CORUÑA;266.68;3.3;5.5;Adosado;182.61111111111111;14.572222222222225;12.488888888888887;16.666666666666668;21.5;6.63;18.61;2.08;998.6428571428572;990.8714285714286;NO;SI
2024-04-05;A CORUÑA;291.62;1.3;6.6;Casa unifamiliar;182.61111111111111;17.783333333333335;12.488888888888887;23.05;21.2;7.590000000000001;22.03;5.58;991.6285714285714;982.1428571428572;NO;SI
2024-04-06;A CORUÑA;297.05;1.5;4.4;Casa unifamiliar;182.61111111111111;14.066666666666668;10.97222222222222;17.155555555555555;23.3;7.4;20.72;7.140000000000001;997.1714285714286;983.0;NO;NO
2024-04-07;A CORUÑA;151.71;4.7;3.3;Dúplex;182.61111111111111;13.81111111111111;9.833333333333334;17.794444444444444;21.6;4.37;14.54;8.16;998.0571428571428;989.9;NO;NO
2024-04-08;A CORUÑA;156.32;2.0;7.7;Casa unifamiliar;182.61111111111111;10.144444444444444;6.955555555555556;13.344444444444443;24.5;5.29;18.66;4.68;1008.7142857142856;986.8;NO;SI
2024-04-09;A CORUÑA;288.81;2.7;3.3;Casa unifamiliar;182.61111111111111;10.516666666666667;5.683333333333334;15.36111111111111;33.7;3.24;10.14;8.72;1015.7857142857144;1008.657142857143;NO;SI
2024-04-10;A CORUÑA;253.31;2.8;5.5;Dúplex;173.1764705882353;13.0;6.135294117647058;19.86470588235294;13.4;2.3400000000000003;7.610000000000001;10.9;1015.6;1014.1285714285714;NO;SI
2024-04-11;A CORUÑA;248.27;4.7;5.5;Adosado;182.61111111111111;17.055555555555557;8.655555555555557;25.48888888888889;33.0;2.8;7.68;11.9;1015.0;1010.842857142857;NO;SI
2024-04-12;A CORUÑA;268.99;2.2;5.5;Adosado;182.61111111111111;19.6;12.144444444444444;27.072222222222223;43.5;2.06;6.909999999999999;12.5;1012.5857142857144;1010.6857142857144;NO;SI
2024-04-13;A CORUÑA;246.34;1.4;4.4;Dúplex;182.61111111111111;18.944444444444443;12.31111111111111;25.577777777777776;36.6;1.98;6.7;12.44;1011.1714285714286;1009.0857142857144;NO;NO
2024-04-14;A CORUÑA;130.45;2.1;6.6;Casa unifamiliar;182.61111111111111;17.155555555555555;10.755555555555556;23.56111111111112;29.7;3.1900000000000004;9.2;7.88;1010.0428571428572;1007.2857142857144;NO;NO
2024-04-15;A CORUÑA;94.71;3.4;5.5;Dúplex;182.61111111111111;14.25294117647059;10.664705882352942;17.83529411764706;29.6;4.94;11.44;10.34;1011.3571428571428;1009.0714285714286;NO;SI
2024-04-16;A CORUÑA;255.86;4.9;7.7;Casa unifamiliar;182.61111111111111;13.205555555555556;10.044444444444444;16.36111111111111;30.1;5.84;14.09;9.06;1009.8714285714286;1006.6857142857144;NO;SI
2024-04-17;A CORUÑA;91.29;2.8;5.5;Dúplex;182.61111111111111;13.566666666666666;9.333333333333334;17.77777777777778;27.4;6.08;15.09;11.88;1007.2857142857144;1002.4285714285714;NO;SI
2024-04-18;A CORUÑA;291.72;1.1;5.5;Piso;182.61111111111111;14.011111111111113;8.616666666666667;19.39444444444445;24.2;5.86;14.04;11.44;1004.1857142857144;1001.1142857142858;NO;SI
2024-04-19;A CORUÑA;275.4;2.4;5.5;Adosado;182.61111111111111;16.516666666666666;9.083333333333334;23.944444444444443;26.9;3.55;8.65;12.72;1001.9428571428572;999.4428571428572;NO;SI
2024-04-20;A CORUÑA;223.36;4.0;5.5;Casa unifamiliar;182.61111111111111;16.177777777777777;8.972222222222221;23.355555555555554;9.0;3.88;11.05;12.68;1001.4571428571428;999.342857142857;NO;NO
2024-04-21;A CORUÑA;113.83;2.7;5.5;Piso;182.61111111111111;15.655555555555557;8.788888888888888;22.51111111111111;36.2;4.970000000000001;11.92;12.66;1002.5428571428572;999.342857142857;NO;NO
2024-04-22;A CORUÑA;224.08;4.9;3.3;Adosado;182.61111111111111;14.02777777777778;8.216666666666667;19.83888888888889;19.0;6.26;14.99;13.05;1006.7;1001.9857142857144;NO;SI
2024-04-23;A CORUÑA;68.64;1.8;6.6;Piso;182.61111111111111;11.77777777777778;6.533333333333333;17.0;18.1;4.42;12.81;9.88;1008.1857142857144;1005.7714285714284;NO;SI
2024-04-24;A CORUÑA;285.4;2.3;4.4;Casa unifamiliar;182.61111111111111;11.61111111111111;6.722222222222222;16.494444444444444;17.1;3.81;10.2;11.12;1008.1;1001.1;NO;SI
2024-04-25;A CORUÑA;194.05;3.5;4.4;Dúplex;182.61111111111111;12.558823529411764;9.029411764705882;16.08823529411765;34.6;3.24;9.97;4.16;1001.1142857142858;992.3285714285714;NO;SI
2024-04-26;A CORUÑA;111.53;3.0;5.5;Dúplex;182.61111111111111;10.552941176470588;7.81764705882353;13.276470588235291;30.5;2.3909090909090907;8.61;0.3;989.6666666666666;979.2666666666668;NO;SI
2024-04-27;A CORUÑA;182.21;4.0;5.5;Piso;182.61111111111111;10.272222222222222;6.805555555555555;13.744444444444444;23.727272727272727;3.4909090909090907;11.10909090909091;4.74;993.0428571428572;981.0857142857144;NO;NO
2024-04-28;A CORUÑA;248.75;1.0;3.3;Dúplex;182.61111111111111;10.116666666666667;5.694444444444445;14.544444444444444;31.63636363636364;2.6727272727272724;9.0;9.62;1002.8;993.0285714285714;NO;NO
2024-04-29;A CORUÑA;289.78;2.6;3.3;Adosado;182.61111111111111;10.227777777777778;4.0;16.438888888888886;40.0;3.26;9.5;10.12;1002.8571428571428;998.8571428571428;NO;SI
2024-04-30;A CORUÑA;28.27;3.9;3.3;Adosado;182.61111111111111;10.483333333333333;6.588888888888889;14.366666666666667;27.1;4.98;14.25;4.720000000000001;998.8571428571428;994.1;NO;SI
2024-05-01;A CORUÑA;39.39;4.6;3.3;Piso;182.61111111111111;9.566666666666666;5.7444444444444445;13.366666666666667;35.3;3.8;11.09;8.7;998.8714285714286;994.342857142857;SI;SI
2024-05-02;A CORUÑA;166.95;3.1;5.5;Casa unifamiliar;182.61111111111111;10.338888888888889;6.944444444444445;13.716666666666669;31.9;4.95;13.2;4.220000000000001;999.7714285714284;996.9142857142856;NO;SI
2024-05-03;A CORUÑA;194.76;1.3;5.5;Adosado;182.61111111111111;11.88888888888889;9.338888888888889;14.466666666666663;30.0;6.68;18.56;0.02;999.3;994.0285714285714;NO;SI
2024-05-04;A CORUÑA;117.57;2.5;5.5;Adosado;182.61111111111111;14.8;13.255555555555556;16.305555555555557;35.63636363636363;6.718181818181819;17.272727272727273;1.82;996.5571428571428;991.7857142857144;NO;NO
2024-05-05;A CORUÑA;161.24;1.3;3.3;Dúplex;182.61111111111111;12.305555555555555;8.344444444444443;16.272222222222222;28.454545454545453;3.2545454545454544;16.081818181818182;7.38;998.342857142857;992.1;NO;NO
2024-05-06;A CORUÑA;197.9;3.4;3.3;Casa unifamiliar;182.61111111111111;11.833333333333334;6.983333333333333;16.683333333333334;51.18181818181818;3.1818181818181817;7.909090909090909;9.28;1006.157142857143;998.0714285714286;NO;SI
2024-05-07;A CORUÑA;165.78;3.2;4.4;Piso;182.61111111111111;14.305555555555555;8.916666666666666;19.70555555555556;24.90909090909091;3.790909090909091;11.290909090909093;12.68;1007.5285714285714;1005.5571428571428;NO;SI
2024-05-08;A CORUÑA;180.14;2.6;5.5;Adosado;182.61111111111111;17.66470588235294;10.088235294117649;25.22941176470588;35.63636363636363;3.527272727272727;8.936363636363636;11.9;1006.3857142857142;1001.3571428571428;NO;SI
